마성,818,경상북도 문경시 마성면 문경GC길 240 문경레저타운
예안,819,경상북도 안동시 예안면 임예로 1896 예안119지역대
하회,820,경상북도 안동시 풍천면 전서로 216 하회마을관리사무소
공성,821,경상북도 상주시 공성면 웅산로 1094 경북농업기술원 
김천,822,경상북도 김천시 구성면 남김천대로 3296-22 김천시농업기술센터
군위,823,경상북도 군위군 군위읍 내량1길 11
가산,824,경상북도 칠곡군 가산면 학상리 256-1
칠곡,825,경상북도 칠곡군 약목면 동덕로 146 칠곡군농업기술센터
신령,826,경상북도 영천시 신녕면 큰골길 9 신녕초등학교
경산,827,경상북도 경산시 남매로 158 경산보건소
달성,828,대구광역시 달성군 현풍면 현풍서로 147 환경시설관리공단 달성사업소
외동,829,경상북도 경주시 외동읍 순금2길 8-15 (구)외동정수장
기계,830,경상북도 포항시 북구 기계면 새마을발상지길 116
석포,831,경상북도 봉화군 석포면 대현리 산 13-103 청옥산자연휴양림
안계,832,경상북도 의성군 안계면 용기9길 9 안계고등학교
은척,833,경상북도 상주시 은척면 성주봉로 795 상주시한방산업단지관리사업소
화서,834,경상북도 상주시 화서면 중화로 2191 국립식량과학원 상주출장소
봉화읍,835,경상북도 봉화군 봉화읍
현서,836,경상북도 청송군 현서면 구덕길 74 현서중고등학교
이산,837,경상북도 영주시 이산면
동로,838,경상북도 문경시 동로면 여우목로 2319-45 문경오미자연구소
길안,839,경상북도 안동시 길안면 천지안길 71-3 길안중학교
하양,840,경상북도 경산시 하양읍 금락리 산 121
화북,841,경상북도 영천시 화북면 오산리 1493 화북소공원
산내,842,경상북도 경주시 산내면 외칠리 981-2
금강송,843,경상북도 울진군 서면 불영계곡로 1720 왕피천환경출장소
영덕읍,844,경상북도 영덕군 영덕읍 구미리 62 영덕군농업기술센터
대구북구,845,대구광역시 북구 조야로2길 209 신천하수종말처리장
서구,846,대구광역시 서구 중리동 942-1 상리배수지
소보,847,경상북도 군위군 소보면 소보안계로 107 국립원예특작과학원
청도금천,848,경상북도 청도군 금천면 섶마리1길 27 금천초등학교
지보,849,경상북도 예천군 지보면 소화1길 20-5 지보종합복지회관
감포,850,경상북도 경주시 감포읍 나정리 630 나정해수욕장
소곡,851,경상북도 울진군 북면 박금소야로 448
죽변,852,경상북도 울진군 죽변면
팔공산,853,경상북도 칠곡군 동명면 한티로 1034 팔공산도립공원관리사무소
삼동,854,울산광역시 울주군 삼동면 금곡리 산 183-6 보라컨트리클럽
가파도,855,제주특별자치도 서귀포시 대정읍 가파리 373-1
광양백운산,856,전라남도 광양시 옥룡면 동곡리 1105
완도읍,857,전라남도 완도군 완도읍 청해진서로 398번길 19-1
지산,858,전라남도 진도군 지산면 인지리 77-1
토함산,859,경상북도 경주시 양북면 불국로 1208-45 토함산자연휴양림
신암,860,대구광역시 동구 아양로 9길 36
월정,861,제주특별자치도 제주시 구좌읍 월정리 1544-1
김녕,862,제주특별자치도 제주시 구좌읍 김녕리 3341-3
외도,863,제주특별자치도 제주시 외도1동 1019
완산,864,전라북도 전주시 완산구 관선3길 21-15
오등,865,제주특별자치도 제주시 오등동 1809
용강,866,제주특별자치도 제주시 용강동 산 14-1
삼각봉,867,제주특별자치도 제주시 오라2동
사제비,868,제주특별자치도 제주시 애월읍 광령리 산 138-1
영실,869,제주특별자치도 서귀포시 하원동 산 1-1
진달래밭,870,제주특별자치도 서귀포시 남원읍 영실로 492 진달래밭대피소
윗세오름,871,제주특별자치도 제주시 애월읍 1100로 2070-510 윗세오름대피소
지리산,872,경상남도 산청군 시천면 지리산대로 1 경남환경교육원
원주백운산,873,강원도 원주시 판부면
동송,874,강원도 철원군 철원읍
설악산,875,강원도 양양군 서면 대청봉길 1 중청대피소
삼척,876,강원도 삼척시 언장1길 27 삼척시소방방재산업지원센터
문막,877,강원도 원주시 문막읍 취병리 569-13
도계,878,강원도 삼척시 황조길 346-0 강원대학교삼척제2캠퍼스
스키점프,879,강원도 평창군 대관령면 용산리 438-125
금악,880,제주특별자치도 제주시 한림읍 금악리 산 56-3
새만금,881,전라북도 군산시 옥도면 새만금로 1499
상무대,882,전라남도 장성군 삼서면
안덕,883,제주특별자치도 서귀포시 안덕면 동광리 397
기상(과),884,제주특별자치도 서귀포시 서호북로 33 국립기상과학원
태풍센터,885,제주특별자치도 서귀포시 남원읍 서성로 810번길 2
군산산단,886,전라북도 군산시 내초동 231 내초공원
세종연기,887,세종특별자치시 연기면 세종리 825
청남대,888,충청북도 청원군 문의면 청남대길 646
현충원,889,서울특별시 동작구 현충로 210 국립서울현충원
신례,890,제주특별자치도 서귀포시 남원읍 신례리 2162-43
색달,891,제주특별자치도 서귀포시 색달동 산 50
두서,900,울산광역시 울주군 두서면 구량리 500-7
울기,901,울산광역시 동구 일산동
시천,902,경상남도 산청군 시천면 내공리 640-1
도천,903,경상남도 창녕군 도천면 답십리로 75길 영산천배수장
사상,904,부산광역시 낙동대로 943길 157 부산환경공단 위생사업소
양산상북,905,경상남도 양산시 상북면
화개,906,경상남도 하동군 화개면 화개로 541-6 지리산국립공원사무소 하동분소
삼천포,907,경상남도 사천시 대방길 68 금양수산㈜
진해,908,경상남도 창원시 진해구 웅천로 218 창원시 농업기술센터 동부지도과
서이말,909,경상남도 거제시 일운면 서이말길 478 서이말항로표지관리소
영도,910,부산광역시 영도구 본산로
매물도,911,경상남도 통영시 한산면 매죽리 39-9
백천,912,경상남도 함양군 함양읍 백천리 409-2 함양군농업기술센터
상주면,913,경상남도 남해군 상주면 남해대로 705 상주면주민센터
서하,914,경상남도 함양군 서하면 육십령로 2327-6
삼가,915,경상남도 합천군 삼가면 두모리 192-3
단성,916,경상남도 산청군 단성면 강누리 38-3
사천,917,경상남도 사천시 용현면 진삼로 902 사천농업기술센터
고성,918,경상남도 고성군 고성읍 죽계리 435-230
창녕,919,경상남도 창녕군 대지면 우포2로 1055 창녕양파연구소
함안,920,경상남도 함안군 가야읍 산서리 928 함안군농업기술센터
가덕도,921,부산광역시 강서구 가덕해안로
단장,922,경상남도 밀양시 단장면 고례리 1710
기장,923,부산광역시 기장군 일광면
간절곶,924,울산광역시 울주군 서생면 간절곶1길 39-2 간절곶항로표지관리소
생림,925,경상남도 김해시 생림면 마사리 666-9
진북,926,경상남도 창원시 마산합포구 진북면 덕곡덕기길 276
송백,927,경상남도 밀양시 산내면 송백리 1532-1
개천,929,경상남도 고성군 개천면 청광리 418-8
사량도,930,경상남도 통영시 사량면 양지리 187-15
욕지도,931,경상남도 통영시 욕지면 동항리 376-3
하동,932,경상남도 하동군 하동읍 신기리 441-5
금남,933,경상남도 하동군 금남면 덕천리 842-4 덕천가압장
수곡,934,경상남도 진주시 수곡면 사곡리 96-9
청덕,935,경상남도 합천군 청덕면 가현리 5204
신포,936,경상남도 의령군 칠곡면 신포리 326 의령군농업기술센터
해운대,937,부산광역시 해운대구 우동3로
부산진,938,부산광역시 부산진구 백양대로
금정구,939,부산광역시 금정구 두구동 1363
동래,940,부산광역시 동래구 동래역사관길 18
북구,941,부산광역시 북구 덕천2동 763
대연,942,부산광역시 남구 용소로 45 부경대학교 자연과학대학
매곡,943,울산광역시 북구 매곡동 838-31 공명선거공원
길곡,944,경상남도 창녕군 길곡면 증산리 901-1
대병,945,경상남도 합천군 대병면 하금리 575
북상,946,경상남도 거창군 북상면 갈계리 송계로 731-18 북상초등학교
명사,947,경상남도 거제시 남부면 저구리 423-3
삼장,948,경상남도 산청군 삼장면 덕교리 618-3
정자,949,울산광역시 북구 동해안로
사하,950,부산광역시 사하구 다대로
내장산,951,전라북도 정읍시 내장호반로 273-17 내장산 자연생태학습장
장목,953,경상남도 거제시 장목면 장목리 360-12
온산,954,울산광역시 울주군 온산읍
